# SELF-GENERATED REGRESSION DATA — NOT INDEPENDENTLY VALIDATED
# Generated by circuitRF LoadpullPursuitEngine (Phase 4b-2).
# Circuit: hero3B_at_compression.cnl
# Key: MxpPout(dBm); MxpZRe; MxpZIm; MxeEff(linear); MxeZRe; MxeZIm; PedroVswr; CacheCount; UnscorableCount
# B3 fix: MxpPout is now in dBm (not Watts).
40.62531534; 80.47619043; 0.001220409139; 0.6961681275; 140.3119895; -4.947115134; 1.746750373; 21; 0
