# SELF-GENERATED REGRESSION DATA — NOT INDEPENDENTLY VALIDATED
# Generated by circuitRF Loadpull engine (Phase 4b-1).
# Circuit: hero3.cnl  |  f0=2.000 GHz  K=4
# Grid: 20 points  Z0=50 Ω
GridIdx; GammaRe; GammaIm; ZRe; ZIm; PavlDbm; IsTickle; Converged; Iterations; PavlW; PinDelivW; PoutW; GtDb; GpDb; BiasVLoad; BiasILoad; BiasVSrc; BiasISrc; StopReason
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -14; 0; 1; 3; 3.981071706E-05; 3.538730405E-05; 0.0003187611626; 9.034654; 9.5461792; 48; -0.049179976; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -13; 0; 1; 3; 5.011872336E-05; 4.454997632E-05; 0.000401417063; 9.0359583; 9.5474835; 48; -0.049197313; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -12; 0; 1; 3; 6.309573445E-05; 5.608509728E-05; 0.0005055452046; 9.0376; 9.5491252; 48; -0.049219141; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -11; 0; 1; 3; 7.943282347E-05; 7.060695419E-05; 0.0006367465754; 9.0396662; 9.5511914; 48; -0.049246625; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -10; 0; 1; 3; 0.0001; 8.888888888E-05; 0.0008020965731; 9.0422666; 9.5537918; 48; -0.049281231; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -9; 0; 1; 3; 0.0001258925412; 0.000111904481; 0.001010540932; 9.0455391; 9.5570643; 48; -0.049324807; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -8; 0; 1; 3; 0.0001584893192; 0.0001408793949; 0.001273402478; 9.0496569; 9.5611821; 48; -0.049379681; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -7; 0; 1; 3; 0.0001995262315; 0.0001773566502; 0.001605032298; 9.0548378; 9.566363; 48; -0.049448786; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -6; 0; 1; 3; 0.0002511886432; 0.0002232787939; 0.002023650484; 9.0613551; 9.5728803; 48; -0.049535822; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -5; 0; 1; 3; 0.000316227766; 0.0002810913476; 0.002552437923; 9.0695519; 9.5810771; 48; -0.049645452; -3.0499999; 0.060999999; Compression
