# SELF-GENERATED REGRESSION DATA — NOT INDEPENDENTLY VALIDATED
# Generated by circuitRF Loadpull engine (Phase 4b-1).
# Circuit: hero3.cnl  |  f0=2.000 GHz  K=4
# Grid: 20 points  Z0=50 Ω
GridIdx; GammaRe; GammaIm; ZRe; ZIm; PavlDbm; IsTickle; Converged; Iterations; PavlW; PinDelivW; PoutW; GtDb; GpDb; BiasVLoad; BiasILoad; BiasVSrc; BiasISrc; PdcW; De; Pae; StopReason
1; 0.2; 0; 75; 0; -1; 0; 1; 3; 0.0007943282347; 0.0007060695419; 0.01056948117; 11.240537; 11.752062; 48; -0.050454102; -3.0499999; 0.060999999; 2.6078469; 0.0040529531; 0.0037822051; PinMax
1; 0.2; 0; 75; 0; 0; 0; 1; 3; 0.001; 0.0008888888888; 0.01338510627; 11.266218; 11.777743; 48; -0.050802918; -3.0499999; 0.060999999; 2.6245901; 0.0050998845; 0.0047612073; PinMax
1; 0.2; 0; 75; 0; 1; 0; 1; 3; 0.001258925412; 0.00111904481; 0.01697627666; 11.298424; 11.80995; 48; -0.051242964; -3.0499999; 0.060999999; 2.6457123; 0.0064165241; 0.0059935587; PinMax
1; 0.2; 0; 75; 0; 2; 0; 1; 3; 0.001584893192; 0.001408793949; 0.02157134463; 11.338772; 11.850297; 48; -0.051798384; -3.0499999; 0.060999999; 2.6723724; 0.0080719829; 0.0075448132; PinMax
1; 0.2; 0; 75; 0; 3; 0; 1; 3; 0.001995262315; 0.001773566502; 0.02747422838; 11.389255; 11.90078; 48; -0.052499866; -3.0499999; 0.060999999; 2.7060435; 0.010152914; 0.0094975049; PinMax
1; 0.2; 0; 75; 0; 4; 0; 1; 3; 0.002511886432; 0.002232787939; 0.035093905; 11.452317; 11.963842; 48; -0.053386497; -3.0499999; 0.060999999; 2.7486018; 0.012767911; 0.011955576; PinMax
1; 0.2; 0; 75; 0; 5; 0; 1; 3; 0.00316227766; 0.002810913476; 0.04498763121; 11.530931; 12.042456; 48; -0.05450818; -3.0499999; 0.060999999; 2.8024426; 0.016053007; 0.015049984; PinMax
1; 0.2; 0; 75; 0; 6; 0; 1; 3; 0.003981071706; 0.003538730405; 0.05792525217; 11.628679; 12.140205; 48; -0.05592879; -3.0499999; 0.060999999; 2.8706319; 0.020178572; 0.018945836; PinMax
1; 0.2; 0; 75; 0; 7; 0; 1; 3; 0.005011872336; 0.004454997632; 0.07498626904; 11.749817; 12.261343; 48; -0.057730306; -3.0499999; 0.060999999; 2.9571047; 0.025358003; 0.023851462; PinMax
1; 0.2; 0; 75; 0; 8; 0; 1; 3; 0.006309573445; 0.005608509728; 0.09770824115; 11.899312; 12.410837; 48; -0.060018215; -3.0499999; 0.060999999; 3.0669243; 0.031858706; 0.030029998; PinMax
1; 0.2; 0; 75; 0; 9; 0; 1; 3; 0.007943282347; 0.007060695419; 0.1283160405; 12.082809; 12.594335; 48; -0.062928519; -3.0499999; 0.060999999; 3.2066189; 0.040015993; 0.03781408; PinMax
1; 0.2; 0; 75; 0; 10; 0; 1; 3; 0.01; 0.008888888888; 0.1700783497; 12.30649; 12.818016; 48; -0.066636671; -3.0499999; 0.060999999; 3.3846102; 0.050250498; 0.047624232; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -50; 1; 1; 3; 1E-08; 8.888888888E-09; 7.997706735E-08; 9.0296548; 9.54118; 48; -0.04911305; -3.0499999; 0.060999999; 2.5434764; 3.1443998E-08; 2.7949219E-08; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -20; 0; 1; 3; 1E-05; 8.888888888E-06; 7.999964913E-05; 9.0308808; 9.542406; 48; -0.049129846; -3.0499999; 0.060999999; 2.5442826; 3.144291E-05; 2.7949238E-05; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -19; 0; 1; 2; 1.258925412E-05; 1.11904481E-05; 0.0001007205849; 9.0311824; 9.5427076; 48; -0.0491342; -3.0499999; 0.060999999; 2.5444916; 3.9583776E-05; 3.5185865E-05; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -18; 0; 1; 2; 1.584893192E-05; 1.408793949E-05; 0.0001268115543; 9.0315883; 9.5431135; 48; -0.049139681; -3.0499999; 0.060999999; 2.5447547; 4.9832526E-05; 4.4296457E-05; PinMax
