        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.)
 1.00000000e+00,        -2.752430600646e+01,        +8.417393399275e+01,        -1.946002746865e-02,        -3.989800475574e+00
