        f (GHz),               I_inc[1] (A),               Re{I[1]} (A),               Im{I[1]} (A),               Re{I[2]} (A),               Im{I[2]} (A)
 1.00000000e+00,        +1.414213562373e-01,        +1.420250320833e-01,        +5.916305516480e-03,        +1.407628934899e-01,        -9.817920221179e-03
