        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J)
 1.00000000e+00,        +2.200503367066e-12,        +8.644012532257e-12,        +0.000000000000e+00,        +0.000000000000e+00
