        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +8.885195402980e+00,        +5.691570194804e-04,        +7.805574838838e+03,        +2.193431787518e-11,        +4.808237634160e-09
