        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J)
 1.00000000e+00,        +2.146719188720e-12,        +8.859018895632e-12,        +0.000000000000e+00,        +0.000000000000e+00
